# grid point, weight
-0.9997137267734407,0.0007346344905055
-0.9984919506395958,0.0017093926535179
-0.9962951347331248,0.0026839253715533
-0.9931249370374431,0.0036559612013259
-0.9889843952429915,0.0046244500634234
-0.9838775407060569,0.0055884280038653
-0.9778093584869183,0.0065469484508453
-0.9707857757637059,0.0074990732554635
-0.9628136542558154,0.0084438714696687
-0.9539007829254915,0.0093804196536945
-0.9440558701362554,0.0103078025748684
-0.9332885350430791,0.0112251140231862
-0.9216092981453337,0.0121314576629790
-0.9090295709825296,0.0130259478929710
-0.8955616449707269,0.0139077107037182
-0.8812186793850179,0.0147758845274409
-0.8660146884971647,0.0156296210775461
-0.8499645278795909,0.0164680861761450
-0.8330838798883999,0.0172904605683229
-0.8153892383391754,0.0180959407221292
-0.7968978923903141,0.0188837396133757
-0.7776279096494954,0.0196530874944354
-0.7575981185197067,0.0204032326462100
-0.7368280898020205,0.0211334421125281
-0.7153381175730560,0.0218430024162466
-0.6931491993558019,0.0225312202563370
-0.6702830156031407,0.0231974231852540
-0.6467619085141287,0.0238409602659689
-0.6226088602037076,0.0244612027079577
-0.5978474702471788,0.0250575444815790
-0.5725019326213807,0.0256294029102078
-0.5465970120650943,0.0261762192395456
-0.5201580198817626,0.0266974591835702
-0.4932107892081905,0.0271926134465780
-0.4657816497733578,0.0276611982207925
-0.4378974021720312,0.0281027556591005
-0.4095852916783007,0.0285168543223946
-0.3808729816246295,0.0289030896011255
-0.3517885263724212,0.0292610841106379
-0.3223603439005287,0.0295904880599134
-0.2926171880384716,0.0298909795933334
-0.2625881203715030,0.0301622651051694
-0.2323024818449733,0.0304040795264549
-0.2017898640957358,0.0306161865839808
-0.1710800805386030,0.0307983790311536
-0.1402031372361139,0.0309504788504909
-0.1091892035800610,0.0310723374275679
-0.0780685828134364,0.0311638356962094
-0.0468716824215916,0.0312248842548492
-0.0156289844215429,0.0312554234538628
0.0156289844215434,0.0312554234538628
0.0468716824215918,0.0312248842548497
0.0780685828134370,0.0311638356962101
0.1091892035800612,0.0310723374275675
0.1402031372361144,0.0309504788504914
0.1710800805386034,0.0307983790311533
0.2017898640957364,0.0306161865839801
0.2323024818449743,0.0304040795264544
0.2625881203715037,0.0301622651051690
0.2926171880384719,0.0298909795933327
0.3223603439005293,0.0295904880599126
0.3517885263724218,0.0292610841106376
0.3808729816246301,0.0289030896011251
0.4095852916783018,0.0285168543223946
0.4378974021720318,0.0281027556591013
0.4657816497733582,0.0276611982207924
0.4932107892081911,0.0271926134465768
0.5201580198817630,0.0266974591835708
0.5465970120650943,0.0261762192395456
0.5725019326213813,0.0256294029102077
0.5978474702471790,0.0250575444815795
0.6226088602037079,0.0244612027079574
0.6467619085141292,0.0238409602659682
0.6702830156031412,0.0231974231852543
0.6931491993558019,0.0225312202563363
0.7153381175730565,0.0218430024162475
0.7368280898020207,0.0211334421125281
0.7575981185197073,0.0204032326462092
0.7776279096494956,0.0196530874944354
0.7968978923903145,0.0188837396133750
0.8153892383391763,0.0180959407221277
0.8330838798884009,0.0172904605683236
0.8499645278795913,0.0164680861761451
0.8660146884971647,0.0156296210775462
0.8812186793850184,0.0147758845274411
0.8955616449707270,0.0139077107037187
0.9090295709825297,0.0130259478929715
0.9216092981453340,0.0121314576629796
0.9332885350430795,0.0112251140231859
0.9440558701362560,0.0103078025748688
0.9539007829254917,0.0093804196536945
0.9628136542558154,0.0084438714696690
0.9707857757637063,0.0074990732554646
0.9778093584869183,0.0065469484508453
0.9838775407060570,0.0055884280038655
0.9889843952429918,0.0046244500634221
0.9931249370374434,0.0036559612013264
0.9962951347331251,0.0026839253715534
0.9984919506395958,0.0017093926535181
0.9997137267734412,0.0007346344905057
